index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
2869	PPPGDP	GTM	19.425	21.375	21.897	22.186	23.091	23.687	24.189	25.694	27.628	29.834	31.897	33.948	36.319	38.447	40.64	43.313	45.338	48.005	50.758	53.442	56.024	58.676	61.881	64.712	68.587	73.102	79.402	86.653	91.252	92.429	96.243	102.318	107.297	113.061	119.89	126.207	131.703	138.987	147.071	156.009	165.362	175.46	186.275	2015
2913	PPPGDP	GIN	2.111	2.322	2.511	2.644	2.776	3.008	3.164	3.352	3.688	3.985	4.311	4.565	4.822	5.186	5.509	5.887	6.303	6.743	7.129	7.565	7.96	8.448	8.935	9.223	9.698	10.31	10.892	11.379	12.175	12.233	12.622	13.304	13.982	14.423	14.837	15.01	16.001	17.056	18.292	19.766	21.104	22.521	23.929	2011
2957	PPPGDP	GNB	0.463	0.504	0.558	0.56	0.612	0.658	0.665	0.72	0.76	0.812	0.881	0.977	1.03	1.079	1.134	1.204	1.272	1.372	1.152	1.324	1.352	1.411	1.414	1.448	1.529	1.645	1.735	1.839	1.936	2.016	2.135	2.355	2.357	2.473	2.542	2.701	2.878	3.089	3.316	3.558	3.812	4.083	4.377	2015
3001	PPPGDP	GUY	1.276	1.403	1.358	1.249	1.321	1.369	1.393	1.427	1.388	1.371	1.379	1.511	1.665	1.844	2.043	2.191	2.409	2.602	2.585	2.703	2.727	2.852	2.93	2.969	3.098	3.135	3.398	3.733	3.881	4.04	4.269	4.594	4.904	5.243	5.542	5.777	6.046	6.398	6.776	7.18	10.145	13.303	13.954	2016
3045	PPPGDP	HTI	6.392	7.062	7.291	7.465	7.745	8.054	8.239	8.412	8.755	8.993	9.285	9.715	9.713	9.454	8.535	9.575	10.154	10.607	10.956	11.425	11.787	11.929	12.082	12.368	12.26	12.883	13.578	14.405	14.812	15.384	14.716	15.849	16.607	17.591	18.408	18.831	19.354	19.979	21.039	22.145	23.27	24.453	25.711	2016
3089	PPPGDP	HND	5.237	5.871	6.149	6.332	6.842	7.357	7.559	8.22	8.9	9.646	10.012	10.682	11.54	12.55	12.65	13.441	14.176	15.139	15.747	15.686	17.213	18.085	19.052	20.315	22.175	24.273	26.662	29.065	30.889	30.367	31.885	33.791	35.835	37.43	39.265	41.132	43.174	45.628	48.328	51.265	54.287	57.491	60.917	2015
3133	PPPGDP	HKG	34.503	41.193	45.011	49.602	56.5	58.725	66.561	77.403	86.932	92.369	99.454	108.624	118.027	128.328	138.971	145.236	154.185	164.823	156.81	163.201	179.706	184.832	190.778	200.53	223.97	248.256	273.879	299.344	311.71	306.354	331.084	354.188	366.845	384.331	402.019	415.974	429.652	449.589	471.186	494.611	518.996	546.044	574.968	2016
3177	PPPGDP	HUN	67.712	76.157	83.18	87.089	92.576	95.297	98.711	105.331	108.947	114.017	114.1	103.877	102.99	104.833	110.219	115.377	117.489	123.452	130.056	136.278	145.236	154.153	163.567	173.215	186.886	201.354	215.543	222.27	228.646	215.261	219.366	227.789	228.267	236.865	250.864	261.545	270.285	284.266	299.348	313.869	327.884	341.885	356.676	2016
3221	PPPGDP	ISL	2.48	2.827	3.067	3.12	3.364	3.586	3.887	4.327	4.475	4.661	4.89	5.041	4.982	5.168	5.468	5.589	5.963	6.315	6.802	7.183	7.69	8.167	8.319	8.692	9.654	10.633	11.507	12.918	13.372	12.538	12.239	12.74	13.133	13.933	14.456	15.21	16.519	17.846	18.909	19.947	20.983	21.967	23.013	2016
3265	PPPGDP	IND	381.961	442.709	486.519	542.586	583.309	633.604	677.253	722.079	819.31	901.792	986.896	1,030.52	1,111.80	1,192.32	1,298.78	1,426.30	1,561.98	1,653.06	1,774.34	1,953.95	2,077.84	2,230.28	2,353.00	2,590.57	2,870.73	3,238.20	3,646.91	4,110.92	4,354.65	4,759.79	5,312.26	5,781.84	6,211.27	6,724.37	7,336.19	8,003.41	8,662.35	9,489.30	10,447.32	11,508.28	12,670.37	13,972.74	15,426.54	2017
3309	PPPGDP	IDN	184.423	216.977	235.616	255.186	284.257	304.81	333.309	364.28	403.345	457.097	516.674	581.537	633.591	700.271	769.099	849.679	932.826	993.39	872.355	892.713	958.481	1,016.04	1,078.06	1,152.12	1,243.36	1,356.41	1,475.00	1,610.33	1,764.11	1,861.08	2,003.96	2,171.52	2,344.88	2,515.16	2,688.37	2,849.80	3,032.09	3,257.12	3,506.52	3,776.95	4,065.05	4,375.50	4,712.19	2016
3353	PPPGDP	IRN	197.213	203.343	266	307.155	295.347	310.491	285.757	292.546	284.371	313.545	369.345	430.169	454.486	458.453	460.259	481.14	521.033	537.111	554.232	573.984	621.359	650.723	714.091	791.252	848.268	912.409	994.09	1,113.58	1,145.91	1,181.34	1,274.42	1,349.50	1,283.53	1,279.33	1,354.95	1,347.45	1,454.52	1,535.49	1,636.83	1,747.24	1,862.07	1,983.88	2,113.82	2016
3397	PPPGDP	IRQ	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	79.963	101.282	99.089	94.69	88.647	164.363	259.042	271.855	296.008	309.623	341.673	355.901	383.315	420.752	488.22	533.949	547.523	580.241	647.18	641.005	672.605	695.043	719.54	745.499	773.46	2014
3441	PPPGDP	IRL	25.417	28.488	30.708	31.687	33.863	35.627	36.5	38.794	41.356	45.376	50.683	53.229	56.392	59.069	63.882	71.47	79.391	89.429	97.831	110.092	123.758	134.253	143.911	152.196	167.012	182.372	199.034	211.987	206.635	198.611	205.049	209.118	210.65	216.336	238.805	304.767	324.9	343.682	362.46	381.575	400.591	420.269	441.21	2016
3485	PPPGDP	ISR	27.612	31.616	34.056	36.316	38.436	41.431	43.767	48.246	51.715	54.489	60.252	65.132	71.383	75.837	82.882	92.778	100.173	106.01	111.618	117.339	130.625	133.727	135.516	139.764	150.857	162.176	176.698	192.673	202.357	206.732	221.093	237.08	247.198	262.183	275.319	285.26	300.582	316.12	332.835	350.218	367.832	386.375	406.079	2016
3529	PPPGDP	ITA	594.543	655.545	699.098	735.19	785.84	833.68	874.811	925.776	998.372	1,072.34	1,134.83	1,190.58	1,227.14	1,245.17	1,299.04	1,356.58	1,399.11	1,449.18	1,488.58	1,534.94	1,628.11	1,694.72	1,725.01	1,762.07	1,839.17	1,916.37	2,014.89	2,098.99	2,117.69	2,016.79	2,075.86	2,130.93	2,109.01	2,106.03	2,146.18	2,186.26	2,234.50	2,303.11	2,373.85	2,445.33	2,514.60	2,587.34	2,663.62	2016
3573	PPPGDP	JAM	6.101	6.965	7.625	8.255	8.629	8.825	9.633	10.64	10.573	11.5	12.507	13.031	13.698	14.334	14.914	15.609	15.931	15.938	15.916	16.318	16.819	17.422	17.809	18.83	19.604	20.416	21.653	22.551	22.805	22.194	22.139	22.917	23.218	23.639	24.19	24.684	25.394	26.474	27.717	29.075	30.485	31.973	33.552	2015
3617	PPPGDP	JPN	1,027.02	1,169.82	1,284.35	1,375.91	1,488.34	1,633.24	1,713.34	1,829.24	2,028.58	2,220.64	2,431.09	2,595.52	2,676.43	2,744.79	2,827.42	2,965.54	3,113.27	3,200.66	3,198.87	3,239.64	3,405.45	3,497.21	3,555.09	3,681.39	3,866.03	4,056.76	4,240.79	4,425.65	4,463.13	4,253.41	4,485.87	4,573.19	4,727.06	4,899.49	5,003.95	5,118.68	5,237.79	5,420.23	5,574.05	5,744.53	5,872.68	6,035.99	6,200.87	2016
3661	PPPGDP	JOR	8.247	10.567	12.011	12.209	13.184	13.238	14.248	14.951	15.701	14.561	15.057	15.81	18.491	19.78	21.207	22.989	23.894	25.111	26.148	27.446	29.264	31.508	33.843	35.96	40.111	44.77	49.881	55.395	60.566	64.368	66.661	69.797	72.967	76.243	80.011	82.799	85.649	89.555	93.848	98.497	103.397	108.656	114.244	2015
3705	PPPGDP	KAZ	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	122.685	114.048	101.823	95.423	97.651	101.011	100.167	104.446	117.291	136.159	151.798	169.224	190.569	215.78	246.209	275.256	289.917	295.624	321.08	352.286	376.715	405.766	430.792	440.651	451.282	472.563	499.595	524.925	552.701	585.622	625.413	2015
3749	PPPGDP	KEN	16.032	18.248	20.36	21.5	22.62	24.294	26.514	28.771	31.592	34.315	37.055	38.802	39.258	40.153	42.046	44.763	47.471	48.482	50.47	52.369	53.746	57.158	58.315	61.232	65.832	71.799	78.338	85.932	87.821	91.414	100.306	108.633	115.674	124.234	133.201	142.24	152.763	164.34	177.684	192.776	209.491	227.579	247.353	2015
3793	PPPGDP	KIR	0.058	0.062	0.07	0.072	0.078	0.076	0.076	0.071	0.08	0.081	0.082	0.085	0.088	0.091	0.095	0.097	0.1	0.104	0.112	0.112	0.121	0.122	0.129	0.134	0.135	0.147	0.149	0.156	0.156	0.158	0.157	0.161	0.173	0.186	0.193	0.202	0.212	0.222	0.232	0.241	0.25	0.259	0.269	2014
3837	PPPGDP	KOR	83.261	97.572	112.191	132.062	151.029	167.941	190.557	219.784	254.558	283.047	322.314	367.525	399.118	436.589	486.93	544.659	596.719	642.88	614.301	694.234	773.396	826.818	901.907	946.873	1,020.58	1,094.75	1,186.80	1,284.94	1,347.21	1,367.05	1,473.65	1,559.45	1,624.58	1,698.63	1,786.82	1,856.43	1,934.03	2,029.71	2,133.96	2,246.80	2,361.99	2,484.04	2,613.50	2016
3881	PPPGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.615	8.187	8.254	8.875	9.359	10.031	10.691	11.887	12.664	13.219	13.823	14.726	15.419	16.207	16.699	17.57	18.442	19.509	20.672	21.883	23.173	24.588	26.104	2015
3925	PPPGDP	KWT	45.323	40.178	38.616	42.249	46.04	45.491	50.383	55.876	52.02	68.037	52.048	31.727	59.321	82.069	91.037	94.487	96.786	100.898	105.72	105.418	112.874	115.688	121.005	144.814	164.81	187.252	207.521	225.808	235.947	220.916	218.314	247.177	271.518	276.909	283.618	292.559	303.693	309.64	327.651	347.271	366.417	385.595	404.9	2015
3969	PPPGDP	KGZ	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.07	7.187	5.886	5.683	6.197	6.928	7.152	7.527	8.117	8.744	8.877	9.69	10.656	10.98	11.668	13.002	14.26	14.783	14.893	16.106	16.388	18.471	19.558	20.454	21.504	22.737	24.127	25.941	27.775	29.612	31.858	2015
4013	PPPGDP	LAO	1.688	2.129	2.367	2.535	2.794	3.146	3.364	3.417	3.462	3.953	4.373	4.699	5.143	5.574	6.157	6.729	7.324	7.964	8.403	8.884	9.661	10.338	11.217	12.151	13.362	14.725	16.49	18.256	20.063	21.732	23.786	26.229	28.822	31.621	34.756	37.747	40.898	44.639	48.711	53.253	58.079	63.408	69.086	2016
4057	PPPGDP	LVA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.986	14.501	15.135	15.129	15.768	17.477	18.819	19.608	21.138	23.017	25.03	27.681	30.813	35.207	40.603	45.831	45.044	38.881	37.864	41.112	43.547	45.412	47.205	49.007	50.622	53.268	56.254	59.547	63.006	66.763	70.882	2016
4101	PPPGDP	LBN	15.48	17.018	11.425	14.573	21.802	27.967	26.598	31.84	23.659	14.208	12.756	18.215	19.468	21.326	23.529	25.579	27.098	30.37	31.897	32.126	33.218	35.3	37.061	38.443	41.497	43.988	46.065	51.737	57.552	63.962	69.923	72.008	75.388	78.521	81.525	83.226	85.164	88.786	93.043	97.936	102.909	108.143	113.705	2013
4145	PPPGDP	LSO	0.673	0.759	0.851	0.911	0.984	1.049	1.113	1.166	1.3	1.426	1.555	1.683	1.829	1.945	2.075	2.178	2.327	2.449	2.51	2.589	2.778	2.934	3.026	3.212	3.38	3.597	3.871	4.173	4.472	4.71	5.095	5.435	5.828	6.134	6.459	6.693	6.976	7.287	7.625	8.065	8.537	9.074	9.64	2015
4189	PPPGDP	LBR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.802	1.896	2.008	1.471	1.57	1.713	1.911	2.211	2.389	2.53	2.717	2.979	3.284	3.626	3.716	3.757	3.762	3.96	4.265	4.608	4.984	5.42	5.913	2014
4233	PPPGDP	LBY	94.971	83.029	89.519	88.671	84.191	87.413	79.052	69.15	76.995	85.748	92.228	110.216	109.672	108.055	112.49	100.6	105.133	106.284	107.032	109.172	115.767	116.317	116.97	134.831	144.719	167.107	183.438	200.284	209.657	204.628	212.284	77.597	163.209	114.819	61.074	57.222	55.409	87.067	91.653	96.335	101.167	106.34	111.933	2015
4277	PPPGDP	LTU	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.626	26.389	29.067	31.576	31.696	33.659	36.672	39.753	44.818	49.067	54.559	60.401	68.883	72.08	61.868	63.651	68.895	72.855	76.627	80.725	83.045	86.051	90.387	95.248	100.429	105.69	111.192	116.946	2016
4321	PPPGDP	LUX	5.661	6.239	6.695	7.091	7.69	8.38	9.402	10.023	11.252	12.835	14.018	15.737	16.388	17.483	18.537	19.195	19.842	21.38	23.015	25.334	28.098	29.357	30.887	31.943	34.269	36.51	39.554	44.016	44.502	42.428	45.427	47.298	48.172	51.006	54.363	56.889	59.932	63.549	67.265	71.014	74.682	78.547	82.548	2015
4365	PPPGDP	MAC	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.074	16.674	18.989	24.731	27.585	32.217	37.853	39.906	40.74	51.656	64.148	71.365	80.639	81.097	64.315	62.569	65.732	68.329	71.346	74.807	79.03	83.779	2015
4409	PPPGDP	MKD	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.907	11.276	11.309	11.418	11.766	12.129	12.675	13.429	14.357	14.234	14.669	15.294	16.449	17.78	19.268	21.061	22.649	22.739	23.79	24.85	25.192	26.347	27.793	29.171	30.265	31.924	33.748	35.73	37.836	40.069	42.457	2016
4453	PPPGDP	MDG	7.827	7.719	8.042	8.435	8.888	9.278	9.651	10.014	10.717	11.588	12.392	11.997	12.416	12.978	13.249	13.752	14.305	15.087	15.848	16.847	17.998	19.509	17.351	19.428	21.012	22.719	24.682	26.965	29.475	28.296	28.717	29.736	31.2	32.419	34.094	35.535	37.492	40.055	42.922	46.053	49.308	52.817	56.612	2015
4497	PPPGDP	MWI	2.415	2.502	2.724	2.936	3.203	3.457	3.519	3.668	3.917	4.124	4.52	5.078	4.813	5.405	4.95	5.753	6.442	6.984	7.135	7.5	7.731	7.585	7.837	8.449	9.152	9.755	10.527	11.845	13	14.189	15.35	16.428	17.046	18.222	19.605	20.401	21.138	22.577	24.237	26.131	28.124	30.272	32.601	2015
4541	PPPGDP	MYS	45.825	53.582	60.287	66.584	74.299	76.005	78.431	84.767	96.453	109.282	123.531	139.829	155.726	175.207	195.419	219.104	245.418	267.91	250.888	270.345	300.471	308.909	330.561	356.668	391.333	424.023	461.459	503.578	538.268	534.146	581.373	624.786	671.123	713.97	770.451	817.425	863.282	922.057	987.003	1,058.08	1,132.09	1,210.47	1,294.96	2016
4585	PPPGDP	MDV	0.171	0.202	0.23	0.25	0.304	0.357	0.395	0.441	0.497	0.564	0.561	0.62	0.675	0.728	0.8	0.877	0.974	1.093	1.213	1.321	1.416	1.498	1.614	2.064	2.399	2.275	2.812	3.18	3.654	3.485	3.781	4.195	4.379	4.659	5.026	5.225	5.501	5.853	6.265	6.708	7.17	7.662	8.192	2015
4629	PPPGDP	MLI	3.94	4.112	3.863	4.145	4.396	4.683	5.069	5.328	5.517	6.344	7.192	8.002	8.056	8.542	9.055	9.521	10.401	11.086	11.534	12.442	12.718	15.007	15.711	17.486	18.247	20.065	21.645	22.998	24.568	25.913	27.65	29.135	29.423	30.587	33.328	35.695	38.107	40.974	43.872	46.942	50.139	53.559	57.243	2015
4673	PPPGDP	MLT	1.923	2.16	2.296	2.449	2.556	2.701	2.86	3.1	3.427	3.813	4.139	4.529	5.006	5.327	5.691	6.209	6.575	7.012	7.329	7.722	7.82	8.049	8.41	8.792	9.078	9.728	10.214	10.9	11.482	11.287	11.83	12.243	12.811	13.583	14.974	16.26	17.304	18.404	19.473	20.539	21.602	22.708	23.884	2016
4717	PPPGDP	MHL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.091	0.09	0.097	0.105	0.11	0.112	0.114	0.121	0.126	0.135	0.136	0.136	0.146	0.151	0.159	0.166	0.167	0.171	0.175	0.181	0.188	0.196	0.203	0.21	0.217	0.224	2015
4761	PPPGDP	MRT	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.752	3.877	4.036	4.375	4.331	4.856	5.232	5.106	5.305	5.802	5.908	6.164	6.3	6.81	7.4	8.323	10.197	10.764	11.093	11.061	11.731	12.536	13.507	14.561	15.648	15.962	16.418	17.421	18.296	19.559	20.988	22.378	23.757	2014
4805	PPPGDP	MUS	1.879	2.176	2.438	2.544	2.76	3.044	3.408	3.85	4.255	4.618	5.133	5.539	6.035	6.492	6.905	7.351	7.903	8.496	9.109	9.49	10.501	11.086	11.439	12.365	13.252	13.877	14.949	16.251	17.483	18.152	19.128	20.282	21.321	22.356	23.581	24.669	25.893	27.507	29.252	31.127	33.063	35.111	37.305	2016
4849	PPPGDP	MEX	390.421	463.269	489.45	491.033	525.802	554.499	548.261	571.939	599.556	648.443	707.23	761.57	806.515	844.278	903.009	868.755	936.58	1,018.95	1,078.43	1,124.14	1,210.61	1,230.70	1,251.24	1,294.35	1,387.07	1,475.12	1,596.49	1,690.57	1,747.87	1,678.36	1,785.68	1,896.26	2,008.79	2,068.99	2,153.74	2,234.15	2,315.65	2,406.20	2,508.19	2,632.68	2,757.81	2,890.84	3,030.89	2016
4893	PPPGDP	FSM	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.219	0.216	0.206	0.214	0.221	0.237	0.247	0.253	0.262	0.261	0.274	0.282	0.284	0.284	0.289	0.302	0.312	0.312	0.307	0.305	0.32	0.331	0.345	0.358	0.369	0.379	0.389	0.4	2015
4937	PPPGDP	MDA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.712	9.823	6.932	6.976	6.686	6.912	6.53	6.407	6.691	7.263	7.951	8.647	9.539	10.584	11.431	12.087	13.29	12.589	13.647	14.878	15.041	16.72	17.836	17.955	18.919	20.207	21.424	22.726	24.065	25.51	27.057	2015
4981	PPPGDP	MNG	2.93	3.471	3.994	4.392	4.817	5.253	5.864	6.227	6.777	7.335	7.417	6.959	6.459	6.403	6.679	7.253	7.55	7.979	8.334	8.722	9.022	9.656	10.321	11.301	12.706	13.969	15.573	17.387	19.115	18.861	20.488	24.526	28.055	31.829	34.954	36.163	36.996	37.731	39.278	43.381	46.619	50.47	55.913	2016
5025	PPPGDP	MNE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.764	4.927	5.097	5.329	5.716	6.148	6.882	7.821	8.525	8.1	8.401	8.851	8.768	9.226	9.559	9.991	10.361	10.934	11.555	12.13	12.675	13.319	14.019	2015
5069	PPPGDP	MAR	28.898	30.723	35.767	36.972	39.945	43.83	48.425	48.397	55.308	58.819	63.455	70.298	70.393	71.534	80.791	78.018	89.271	89.383	96.893	99.439	103.647	113.769	119.122	128.74	138.625	147.795	163.875	174.178	188.114	197.586	207.632	223.035	233.98	248.542	259.446	274.06	281.793	300.556	319.371	339.896	361.909	385.682	412.088	2015
5113	PPPGDP	MOZ	2.089	2.399	2.372	2.078	2.012	2.097	2.09	2.459	2.754	3.047	3.191	3.513	3.405	3.792	4.111	4.291	5.542	6.248	7.065	7.734	8.043	9.273	10.243	11.126	12.325	13.831	15.661	17.271	18.821	20.168	21.78	23.812	25.996	28.302	30.954	33.354	34.942	37.321	40.255	43.606	47.378	51.479	60.372	2016
5157	PPPGDP	MMR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	39.673	42.419	47.782	55.586	63.303	72.004	83.606	97.558	114.361	133.288	153.243	161.874	171.493	182.866	197.077	215.424	237.348	260.904	282.946	304.734	334.856	368.385	404.605	443.805	486.923	534.566	2016
5201	PPPGDP	NAM	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.549	6.04	6.751	6.799	7.153	7.602	7.988	8.468	8.841	9.279	9.822	10.286	11.142	11.759	12.884	13.919	14.913	15.868	16.608	16.784	18.015	19.323	20.675	22.197	24.054	25.6	25.962	27.451	29.426	31.349	33.223	35.151	37.207	2015
5245	PPPGDP	NRU	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.035	0.036	0.04	0.031	0.043	0.047	0.054	0.061	0.068	0.093	0.13	0.135	0.151	0.16	0.157	0.161	0.167	0.173	0.181	2015
5289	PPPGDP	NPL	6.021	7.132	7.861	7.928	9.004	9.863	10.522	10.973	12.232	13.257	14.385	15.81	16.835	17.898	19.782	20.895	22.412	23.994	24.969	26.487	28.747	31.057	31.571	33.471	36.002	38.453	40.968	43.493	47.054	49.56	52.582	55.504	59.229	62.67	67.613	70.203	71.525	77.147	82.444	87.472	92.62	98.122	104.009	2016
5333	PPPGDP	NLD	164.76	179.218	187.896	198.746	212.219	224.828	236.529	247.054	267.429	290.111	313.424	331.758	345.112	357.759	376.19	393.883	415.358	440.625	465.59	496.578	529.436	553.024	562.09	574.931	602.723	635.528	678.114	721.885	748.62	725.847	745.008	773.037	778.958	790.045	815.618	840.474	869.365	907.619	945.012	982.468	1,019.14	1,056.99	1,096.67	2016
5377	PPPGDP	NZL	27.586	31.055	33.931	35.226	38.978	40.713	42.286	44.422	46.232	48.741	51.083	51.638	53.266	57.191	62.295	66.364	70.134	73.469	74.834	79.345	84.461	88.314	94.237	100.502	107.801	114.109	120.856	128.985	130.972	132.439	136.714	142.163	148.455	154.023	161.237	168.055	177.001	186.476	196.255	205.701	215.225	225.197	235.678	2016
5421	PPPGDP	NIC	6.062	6.983	7.356	7.999	8.154	8.071	8.15	8.299	7.524	7.685	7.958	8.21	8.431	8.597	9.219	9.968	10.794	11.414	11.966	13.004	13.845	14.58	14.916	15.597	16.877	18.166	19.501	21.079	22.105	21.659	22.623	24.529	26.377	28.018	29.822	31.628	33.55	35.835	38.212	40.808	43.504	46.383	49.478	2015
5465	PPPGDP	NER	3.095	3.378	3.666	3.663	3.155	3.508	3.806	3.906	4.321	4.532	4.638	4.912	4.696	4.878	5.181	4.939	5.285	5.402	6.155	6.312	6.288	6.949	7.432	8.115	8.27	9.254	10.092	10.689	11.95	11.955	13.113	13.679	15.582	16.668	18.162	19.009	20.144	21.655	23.363	25.171	27.663	30.031	32.725	2015
5509	PPPGDP	NGA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	183.718	188.785	197.324	205.188	210.093	218.49	231.492	242.251	250.991	256.162	276.448	301.599	350.952	391.964	444.798	491.284	540.439	595.422	650.809	710.529	800.185	856.619	909.731	974.29	1,054.31	1,093.92	1,091.23	1,124.63	1,171.57	1,219.65	1,266.68	1,315.68	1,367.36	2016
5553	PPPGDP	NOR	61.278	68.071	72.464	78.317	86.005	93.686	99.438	103.764	107.122	112.443	118.855	126.6	134.115	141.212	151.508	161.093	172.28	184.49	191.387	198.228	209.236	218.468	225.011	231.608	247.399	262.061	276.583	292.261	299.14	296.521	301.95	311.169	325.612	334.175	346.685	356.06	364.439	377.1	393.007	410.054	427.204	445.204	464.265	2016
5597	PPPGDP	OMN	11.808	15.117	17.902	21.576	25.448	30.077	31.341	30.858	33.614	35.962	40.417	44.286	49.142	53.403	56.636	60.611	63.5	68.577	71.196	72.525	79.033	84.458	84.811	84.196	87.628	92.699	100.681	107.962	119.107	127.347	135.094	136.357	151.827	161.026	168.075	176.98	184.788	189.582	201.251	209.667	217.836	227.074	236.908	2015
5641	PPPGDP	PAK	71.808	83.387	95.257	105.739	113.842	127.716	138.581	150.376	165.657	180.374	195.628	212.503	233.799	244.381	260.486	279.379	303.251	313.695	328.178	347.135	368.908	384.738	402.801	430.247	475.158	534.381	582.849	631.487	675.991	683.582	709.789	750.693	793.854	836.385	885.869	931.558	988.239	1,060.57	1,140.70	1,235.66	1,332.44	1,439.64	1,556.30	2016
5685	PPPGDP	PLW	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.175	0.185	0.2	0.191	0.211	0.22	0.22	0.226	0.217	0.198	0.207	0.223	0.235	0.233	0.247	0.273	0.277	0.297	0.319	0.339	0.356	0.371	0.386	2015
5729	PPPGDP	PAN	7.021	8.383	9.379	9.312	9.903	10.725	11.332	11.411	10.23	10.794	12.1	13.68	15.14	16.345	17.169	17.834	19.498	21.117	22.911	24.165	25.39	26.116	27.112	28.82	31.836	35.22	39.402	45.349	50.22	51.41	55.04	62.809	69.87	75.702	81.722	87.373	92.948	100.512	109.03	118.441	128.201	138.645	150.022	2015
5773	PPPGDP	PNG	3.095	3.423	3.666	3.942	4.041	4.32	4.656	4.907	5.226	5.352	5.384	6.094	7.095	8.586	9.291	9.158	9.94	9.469	10.02	10.362	10.337	10.568	10.946	11.654	12.043	12.918	13.621	15.203	16.053	16.649	18.811	19.911	21.522	22.905	25.029	26.973	28.013	29.481	31.113	32.862	34.655	36.558	38.596	2013
5817	PPPGDP	PRY	8.053	9.612	10.066	10.145	10.801	11.578	11.843	12.64	13.851	15.227	16.441	17.581	18.287	19.646	21.131	23.044	23.833	25.27	25.562	25.598	25.575	25.939	26.332	28.018	29.956	31.579	34.115	36.921	40.039	38.743	44.351	47.233	47.507	55.05	58.682	61.07	64.405	68.005	72.111	76.389	80.843	85.613	90.676	2015
5861	PPPGDP	PER	53.8	62.035	65.671	61.895	66.527	70.09	80.16	88.567	83.031	74.682	73.502	77.634	78.974	85.095	97.601	107.021	112.024	121.323	122.159	125.881	132.216	136.063	145.687	154.782	166.925	183.123	202.96	226.109	251.624	256.195	281.242	305.565	329.711	354.532	369.505	385.895	406.206	429.711	455.663	483.528	511.577	540.212	570.753	2015
5905	PPPGDP	PHL	90.284	102.094	112.353	118.977	114.177	109.221	115.23	123.266	136.196	150.272	160.563	164.948	169.278	176.972	188.669	201.615	217.296	232.477	233.645	244.531	261.127	274.808	289.199	309.627	339.449	367.11	398.229	435.876	462.883	471.754	513.963	543.771	590.802	642.751	694.932	743.898	805.227	878.98	960.658	1,050.60	1,146.99	1,252.31	1,368.06	2016
